StudentID,PreviousGPA,AssignmentsCompleted,Attendance,SleepHours,Age,StudyHours,InternetHours,Scholarship_No,Scholarship_Sí,Program_Administración,Program_Contador Auditor,Program_Ingeniería Civil,Program_Ingeniería Industrial,Program_Ingeniería Informática,FinalGrade
STU-10288,1.7479962245638034,-0.4220431429846727,1.3557235151226894,-0.9700390163947301,-0.4,-1.1489194499017683,-0.18192285549798506,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.75
STU-10427,-0.2103683720939365,-1.4968877999101862,-1.8141091421696163,0.9533172469736639,-0.4,-0.4385068762278978,0.36614853195164077,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.39
STU-11674,0.06741384019794172,0.5486220518725243,1.2710896720531029,-0.9618545216569924,0.8,0.6899803536345775,-1.077720207253886,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.54
STU-14350,-0.5020396950004083,-0.595915072781447,-0.9480884223878006,0.16760575215083057,0.2,-1.3139489194499019,-0.6586067933218193,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
STU-14740,-0.2381465933231237,0.26697826476370107,0.7475407823668239,-0.7654266479512839,1.2,-0.06444007858546172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.46
STU-12811,0.08130295081253533,0.40923711641560645,1.5043247977216152,-1.0928064374607982,0.2,0.4463654223968566,-0.49050086355785844,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.02
STU-13698,1.7896635564075856,1.0623345717266302,0.5959871564050054,1.1824830996303233,-0.6,0.3096267190569746,-0.6747265400115141,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.29
STU-14606,-0.015920823489621122,0.47677414699782433,-1.3899558123673856,0.45406306797165497,-0.6,-1.0891944990176818,2.3120322394933797,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.29
STU-13650,0.49797626925035327,-0.37821592101110574,1.3985107533152335e-15,0.830549825907596,-0.4,-0.12730844793713172,-0.6747265400115141,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.56
STU-14912,1.0118733619903277,-0.4752105925919514,-1.2039581805051547,-1.9849163638742235,0.0,-0.9634577603143419,0.743811168681635,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.79
STU-14630,-2.3215131855122086,-0.9932339867385384,-0.2533036176537524,-0.04519111103035332,0.2,-0.5343811394891946,2.80944156591825,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.01
STU-13775,0.011857397739566082,0.09957264640564903,1.1598847387174838,1.1251916364661594,-0.6,-0.8188605108055012,0.2924582613701786,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.22
STU-12067,0.9840951407611392,1.0623345717266302,-1.0632298135406104,-0.31527943737570235,1.0,1.595284872298625,-0.188831318364997,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2
STU-13700,0.34519605248981994,-0.020413354735099167,-0.33006454508895894,-0.5117073110814109,-1.0,-0.47151277013752463,1.1076568796776052,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.65
STU-13431,0.34519605248981994,1.0623345717266302,0.4277035847201304,0.6750444258905772,-0.2,0.9870333988212181,-0.4052964881980426,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.95
STU-13798,0.16463761450009942,-1.221710324240085,-1.5759534442296168,-0.6344747321474782,-0.8,0.0,0.13816925734024194,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.18
STU-10174,0.0,0.9840203554132069,-0.20114555157598382,0.8141808364321206,0.2,1.0860510805500987,0.8773747841105355,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.66
STU-11476,1.7896635564075856,1.0623345717266302,1.152995937537402,-0.20888100578511043,-0.4,1.703732809430256,0.15889464594127817,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.03
STU-12323,-2.2104003005954573,1.0623345717266302,-0.709932724447801,0.9205792680227133,0.0,-0.29233791748526516,-0.052964881980425926,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.37
STU-12772,0.9007604770735764,1.0623345717266302,0.9837282513982274,-1.3547102690684094,1.4,1.4286836935167,-0.13356361542890044,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.83
STU-14427,-0.140922819020966,0.2497347675937724,-0.36254032208077686,1.0269776996133044,-1.0,-1.5166994106090377,-0.050662061024755276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.36
STU-14838,1.7896635564075856,1.0623345717266302,1.5043247977216152,0.06120732056023862,0.6,1.6424361493123776,-0.66090961427749,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.86
STU-12432,-0.7520436860630981,0.025569304384707888,-0.22771664184201643,0.8632878048585481,0.2,-0.3913555992141455,0.10592976396085205,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.82
STU-12916,-1.2659407788030725,-0.6074107375613987,-0.9766277415624278,1.7799512154851864,-0.4,-0.5312377210216109,1.1859527921704087,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.38
STU-12034,0.0,1.0623345717266302,-0.6459652849184617,-0.6181057426720028,-0.2,-0.01886051080550086,0.14968336211859537,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.25
STU-12704,-0.140922819020966,-1.3007430196022547,-0.6735204896387923,-0.7736111426890223,0.8,-0.4872298624754421,0.05757052389176742,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.78
STU-13509,0.5118653798649468,0.326612025809702,0.06259712217575035,0.3149266574301116,1.0,0.023575638506876287,-0.4075993091537133,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.9
STU-13421,1.3035446848967995,1.0486834698004373,1.5043247977216152,0.4049560995452282,0.0,0.7371316306483301,0.8589522164651698,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.63
STU-11316,-0.9881585665111943,0.1405259521842286,1.3985107533152335e-15,0.08576080477345237,0.8,-0.8581532416502948,-0.30397236614853185,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7
STU-13890,-2.2659567430538328,-2.670164086514038,-0.7315832424423462,-0.4707848373927218,0.0,0.0,-0.5987334484743811,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.15
STU-11877,-1.0714932301987572,1.0623345717266302,-1.1084990784382955,-0.1843275215718967,1.0,0.9147347740667976,-0.4145077720207254,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.21
STU-14933,0.3729742737190084,-0.3171452018676111,0.40802129563417977,-0.5362607952946247,0.6,-0.2420432220039292,2.155440414507772,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.24
STU-14120,-0.04369904471880956,-1.2899658338710493,0.22596012158913945,0.2903731732168986,0.2,-0.70098231827112,0.02072538860103624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.31
STU-14946,-1.8770616458452034,-0.5305334793454701,-1.3033537403892046,0.6013839732509367,-0.4,-0.8990176817288803,0.6724237190558437,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.23
STU-14893,0.0,-1.1505808984141312,-1.000246488465569,0.5686459942999853,0.4,-0.12573673870333973,0.6079447322970639,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.77
STU-11590,1.1090971362924842,1.0623345717266302,-0.8358993745978834,-1.5429536480363797,1.0,-0.007858546168958577,1.1145653425446176,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.57
STU-10964,-2.5992953978040867,-1.3646876549407378,-0.8585340070467267,-0.6344747321474782,0.2,-1.7288801571709236,0.918825561312608,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.09
STU-12466,-0.18259015086474806,1.0623345717266302,-0.02400494980243081,-0.48715382686819714,0.0,0.6522593320235758,-0.7484168105929765,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.41
STU-12746,-0.09925548717718521,-0.6670444986073997,-0.24838304538226508,-1.5429536480363797,0.4,0.3206286836935169,0.7322970639032818,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7
STU-10122,0.553532711708729,-1.0449644782483223,-1.5523346973264769,0.7568893732679555,1.0,-0.8424361493123773,-0.025331030512377537,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.51
STU-13018,-0.9326021240528186,-0.15548741589953596,0.05964477881285768,0.9123947732849741,0.6,-0.14145383104125744,-0.8336211859527922,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.11
STU-13573,1.4424357910427381,0.14339986837921603,0.8056035351703777,-2.0094698480874373,0.4,0.5249508840864441,0.47207829591249284,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.25
STU-11550,0.6646455966254802,-0.7798457092606793,0.009454941643685145,-1.9030714164968452,0.4,-0.4542239685658155,-0.987910189982729,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.83
STU-13220,1.1646535787508598,-0.05992970241618501,0.6471611080284774,-0.9209320479683033,0.0,0.4919449901768175,0.13816925734024194,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.2
STU-10351,-1.1826061151155085,-0.5987889889764354,-2.2569606466034995,-0.6672127110984296,0.8,-0.050294695481336006,1.6327000575705244,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.64
STU-14228,-0.15481192963556084,1.0623345717266302,1.1293771906342605,0.7405203837924801,1.4,1.3611001964636547,-0.310880829015544,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.36
STU-10291,0.6646455966254802,-0.8085848712105597,0.6353517345769067,2.009117068141847,2.4,0.011001964636542285,0.49740932642487057,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.37
STU-14075,0.0,-0.5916041984889648,0.6343676201226087,2.0745930260437486,-0.6,-0.15402750491159145,0.01842256764536559,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.05
STU-13814,0.9424278089173572,1.0623345717266302,1.148075365265913,0.8223653311698583,0.0,1.0750491159135565,-0.6747265400115141,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4
STU-12250,0.16463761450009942,1.0623345717266302,0.9423954443177328,0.32311115216785,-0.4,0.8848722986247547,-1.0063327576280945,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.78
STU-12322,-0.6964872436047225,0.06293021491955265,-0.45799942414763606,0.7978118469566453,0.8,0.4180746561886052,-0.4835924006908463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.68
STU-10274,-0.2242574827085301,0.6556754301358281,-1.646809684939038,0.0,-0.2,0.04086444007858543,-0.7046632124352332,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.61
STU-12889,-0.4881505843858135,1.0623345717266302,0.5900824696792201,-0.8063491216399737,0.2,0.27662082514734776,-0.5365572826712723,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.26
STU-11217,0.6090891541671046,-0.14327327207083684,0.5969712708593035,-1.0928064374607982,-0.6,0.7669941060903736,-0.06217616580310872,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.01
STU-10838,0.2618613888022571,-0.721648906312172,-0.7601225616169749,-1.051883963772109,-1.0,0.18703339882121803,-0.3707541738629821,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.31
STU-10231,0.7757584815422303,1.0623345717266302,1.5043247977216152,-0.5853677637210514,-1.0,0.26247544204322204,0.07138744962579172,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.64
STU-11451,0.6090891541671046,-0.4622779697145049,-0.22574841293342177,-0.3070949426379647,0.8,-0.05500982318271115,0.31548647092688553,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.51
STU-13773,1.5952160078032713,-0.009636169003894772,0.025200772912445102,-0.9536700269192547,-1.0,0.11630648330058944,0.4928036845135293,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.69
STU-14830,1.0257624726049213,1.0623345717266302,1.3985107533152335e-15,-0.176143026834159,-1.0,1.1929273084479375,-0.2510074841681059,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.88
STU-13967,1.4563249016573316,-1.1929711622902046,-0.17555857576424785,-0.3807553952776052,0.0,-0.048722986247544293,-1.001727115716753,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.48
STU-14995,-1.0576041195841634,-0.6598597081199301,-1.5670964141409387,-1.42837072170805,-1.0,-1.0420432220039295,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.84
STU-10067,1.7896635564075856,0.0,1.5043247977216152,0.11031428898666538,1.0,1.9174852652259338,0.6586067933218194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.54
STU-10052,-1.1409387832717277,1.0623345717266302,0.4090054100884778,-0.699950690049381,0.2,-0.3237721021611003,0.4743811168681637,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9
STU-14233,-2.168732968751675,-0.4687442811532282,-1.4617961675311049,-2.484170542876232,-0.8,-0.4935166994106092,-0.06217616580310872,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.79
STU-14161,-0.8214892391360673,-0.5283780421992291,1.0270292873873195,0.4868010469226064,1.0,-1.0640471512770138,1.4899251583189408,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.51
STU-14449,0.91464958768817,1.0623345717266302,1.5043247977216152,0.003915857396073449,-1.0,0.0,0.11053540587219356,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.75
STU-13941,-0.5159288056150019,0.7519516226679265,0.8823644626055843,0.0,0.4,0.0,-0.03454231433506033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.59
STU-13609,-0.5992634693025648,1.0623345717266302,1.5043247977216152,0.42132508902070354,-0.2,0.8408644400785855,1.0155440414507775,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.46
STU-13632,1.4563249016573316,-0.9350371837900312,-1.5907151610440802,-0.6835817005739057,-1.0,-0.8078585461689588,0.8727691421991941,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2
STU-12165,1.1368753575216726,-0.6598597081199301,1.3311206537652513,0.10212979424892772,0.2,0.10373280943025544,-0.07369027058146216,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.67
STU-13221,-0.2381465933231237,0.37475012207575115,1.3985107533152335e-15,-1.0436994690343706,-1.0,-0.4416502946954815,-0.41681059297639605,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6
STU-13852,-0.05758815533340317,-0.18494505689816274,-0.6469493993727597,-0.15977403735868367,-1.0,-0.017288801571709148,0.7322970639032818,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.81
STU-14689,0.6229782647816982,1.0623345717266302,1.2582961841472355,-0.176143026834159,0.0,0.6035363457760315,0.10362694300518141,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.33
STU-13305,-1.5159447698657622,-0.5255041260042407,-0.7453608448025115,-1.3547102690684094,0.6,-1.7304518664047155,-1.1076568796776052,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.87
STU-10009,-0.7659327966776918,-2.9424676459891512,-2.846445204727713,-0.20888100578511043,-1.0,-1.7304518664047155,1.7294185377086935,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.47
STU-12966,-0.18259015086474806,1.0623345717266302,1.5043247977216152,0.7814428574811692,0.6,0.4526522593320238,-0.4605641911341394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.09
STU-13991,0.6090891541671046,1.0623345717266302,-0.846724633595156,0.38858711006975283,0.0,0.9917485265225936,-0.75993091537133,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.55
STU-12494,-0.07147726594799676,-2.2922441068731154,-0.9126603020330899,0.33948014164332535,0.0,-1.1913555992141456,-0.9073114565342545,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.87
STU-11759,-3.8354262425029435,-2.4941367195710225,-1.704872437742592,1.5016783944020997,0.4,-1.2463654223968568,0.35233160621761667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.46
STU-10360,0.6924238178546674,1.0623345717266302,0.7987147339902944,-0.6181057426720028,-0.4,1.164636542239686,-0.8842832469775476,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.78
STU-11565,0.5813109329379161,1.0623345717266302,-0.5908548754778018,0.0284693416092872,-0.4,1.4333988212180748,-0.6563039723661486,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.17
STU-13763,0.8729822558443879,1.0623345717266302,1.124456618362773,-1.6166141006760202,0.0,0.550098231827112,0.9948186528497409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.03
STU-14937,0.6785347072400738,-0.34875828001247894,0.06850180890153568,-0.6262902374097405,0.8,-0.20589390962671916,1.0500863557858378,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.37
STU-13006,1.0674298044487034,1.0623345717266302,0.7908418183559144,-0.6099212479342652,0.8,1.0860510805500987,1.0408750719631552,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.6
STU-11569,0.13685939327091098,1.0623345717266302,0.02323254400385046,0.6341219522018882,0.6,1.6974459724950886,1.1905584340817505,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.35
STU-14629,0.2757504994168507,-0.46012253256826385,0.11869164607070962,1.468940415451149,-1.0,0.047151277013752574,-0.35002878526194586,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.08
STU-10865,0.08130295081253533,0.0,-0.05746484124854677,1.0515311838265176,0.8,-0.13202357563850686,-0.4951065054691998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.24
STU-11920,-0.5020396950004083,-0.7396108825308471,-0.1824473769443312,2.1482534786833907,-0.4,-0.3677799607072692,2.1715601611974673,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.63
STU-14957,0.0,1.0623345717266302,0.13640570624806422,-0.8390871005909244,0.4,1.318664047151277,-0.33160621761658027,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.66
STU-11096,-0.5992634693025648,1.0623345717266302,0.11672341716211497,-0.49533832160593483,-0.8,1.268369351669941,0.048359240069084625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.55
STU-12907,0.9840951407611392,-0.4213246639359264,-0.093877076057554,-0.7572421532135463,0.8,0.3332023575638509,0.3062751871042027,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.81
STU-14760,0.48408715863575846,0.16854663508536166,-0.6243147669239164,0.830549825907596,1.0,-0.5092337917485267,0.03223949337938989,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.11
STU-14594,0.6368673753962918,-0.7568543797007747,1.3985107533152335e-15,1.6899217733700707,-1.0,-0.05500982318271115,-0.234887737478411,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.26
STU-12757,-0.30759214639609295,1.0623345717266302,-0.14406691322672793,0.6668599311528396,2.0,0.5422396856581535,-0.5757052389176742,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.28
STU-10722,-0.4881505843858135,-1.0471199153945634,-0.7886618807916022,-1.264680826953293,0.6,-0.7607072691552064,-0.9303396660909615,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.77
STU-12464,-0.0020317128750275202,-0.683569516728581,-1.6241750524901961,-0.8963785637550896,0.2,-0.4463654223968566,-0.17271157167530227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.51
STU-14140,-0.0020317128750275202,0.2806293666898939,-0.694186893179041,-2.2140822165308833,0.0,0.8895874263261301,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.86
STU-11351,1.5118813441157073,0.17285750937784383,0.9581412755864929,-1.1337289111494873,1.0,0.2954813359528489,-0.20495106505469196,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.29
STU-13570,0.09519206142713017,0.11466070642933661,1.5043247977216152,-0.41349337422855664,0.6,0.0,0.07599309153713302,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.43
STU-12554,-1.5992794335533265,-2.223270118193403,-1.0179605486429237,-1.412001732232574,-1.0,-1.0153241650294698,-0.02072538860103624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.37
STU-12568,-0.7937110179068801,-0.08507646912232962,0.12558044725079157,0.33129564690558766,-0.4,-0.7528487229862477,0.19573978123200936,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.96
STU-13075,-0.6964872436047225,-0.4967649640543612,0.3164986513845113,2.483817762930641,0.4,-0.3096267190569746,2.065630397236615,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.77
STU-11086,-1.446499216792793,-1.2159624918501082,-0.13914634095524062,-0.822718111115449,-0.8,-1.0027504911591356,0.7461139896373057,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.72
STU-12161,-0.9742694558966007,-0.13177760729088506,0.12459633279649496,-0.31527943737570235,0.4,-0.056581532416502864,0.24409902130109398,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.46
STU-13286,1.400768459198956,-0.5571172041491095,-0.6154577368352397,-0.659028216360692,-0.4,0.6444007858546169,-0.7714450201496834,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.83
STU-12258,-0.2103683720939365,1.0623345717266302,0.02323254400385046,0.32311115216785,0.6,1.5512770137524559,-0.8198042602187681,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
STU-10170,0.48408715863575846,-0.3573800285974433,0.31846688029310594,2.9503339629816985,0.2,-0.031434184675834864,-0.05987334484743807,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.16
STU-13635,0.8452040346152008,1.0623345717266302,-1.4913196011600303,0.0,0.6,0.33948919449901777,0.6493955094991364,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.88
STU-10404,-0.7242654648339096,-1.5895715971985487,0.3617679162821965,-0.822718111115449,-0.6,-0.3536345776031435,1.6004605641911345,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.58
STU-10524,-0.668709022375534,-0.41413987344845576,0.9473160165892202,-1.035514974296633,0.8,0.09430255402750487,-0.5365572826712723,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.94
STU-13799,-2.43262607042896,0.0,-1.275798535668874,1.4280179417624592,0.8,-0.2420432220039292,-0.04145077720207248,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.19
STU-14443,0.011857397739566082,1.0623345717266302,0.47494107852641165,1.6326303102059054,0.2,0.9838899803536347,0.2855497985031665,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9
STU-10866,1.400768459198956,-0.613877049000122,1.5043247977216152,-0.02063762681713957,0.4,0.20432220039292745,0.44905008635578597,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.67
STU-10772,0.0,1.0623345717266302,1.5043247977216152,-1.723012532266612,0.4,-0.35520628683693517,0.42141623488773755,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.9
STU-12482,0.1507485038855058,-1.2224288032888313,-0.6420288271012724,2.0500395418305355,1.0,0.17917485265225946,-0.16350028785261947,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.67
STU-12770,0.34519605248981994,-0.5944781146839533,1.0408068897474847,-0.2661724689492756,0.0,-0.35992141453831034,1.25503742084053,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.27
STU-14219,0.9979842513757329,0.6147221243572486,1.5043247977216152,-0.15158954262094526,0.8,-0.11630648330058944,0.02533103051237774,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.58
STU-11671,1.2896555742822047,1.0623345717266302,1.5043247977216152,-0.7981646269022353,0.6,1.119056974459725,-0.33160621761658027,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.37
STU-14101,-0.6409308011463468,0.12615637120928838,-0.5524744117601986,0.17579024688856823,0.2,-0.1100196463654223,-0.9349453080023029,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
STU-13809,0.2896396100314443,-0.4852692992744095,-1.1409748554301136,1.493493899664362,1.6,0.5312377210216113,0.03223949337938989,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.04
STU-11886,0.5813109329379161,-0.6383053366575202,-0.5859343032063131,0.7814428574811692,1.0,-0.36620825147347746,2.772596430627519,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.88
STU-12391,-0.5159288056150019,-1.2878103967248082,-0.2178754972990418,-0.9536700269192547,-1.0,-0.4982318271119844,0.26021876799078875,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.38
STU-13206,0.4701980480211648,-0.32001911806259853,-0.9047873863987099,0.200343731101782,1.0,0.3850687622789786,-0.6516983304548072,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.9
STU-10447,-0.4464832525420327,1.0623345717266302,1.5043247977216152,-0.2579879742115372,-0.4,0.793713163064833,1.4738054116292458,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.36
STU-11538,-0.7381545754485045,0.016229076750997207,0.4178624401771544,-1.2810498164287683,0.4,-0.20432220039292717,-0.5734024179620035,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.75
STU-13402,0.0,0.11034983213685444,1.3985107533152335e-15,-1.2974188059042444,0.0,0.3866404715127703,-0.009211283822682796,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.72
STU-13754,1.7202180033346162,1.0623345717266302,1.5043247977216152,-1.3137877953797197,0.0,2.109233791748527,0.07369027058146237,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.33
STU-10200,0.7896475921568251,1.0623345717266302,0.4444335304431884,-0.1843275215718967,0.0,1.0844793713163068,-0.17731721358664357,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.88
STU-12845,-1.946507198918174,-1.3797757149644243,-1.9636945392228387,-0.5280763005568863,-0.2,-1.4365422396856584,-0.12435233160621764,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.08
STU-10669,1.234099131823829,0.2044705875227117,-1.5779216731382113,-0.3070949426379647,1.0,-0.2090373280943026,-0.356937248128958,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.82
STU-14844,-1.2242734469592904,-0.37893440005985307,-1.3742099810986257,-1.6739055638401854,-1.0,-0.275049115913556,-0.8543465745538286,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.18
STU-11637,-0.877045681594443,-0.45221926303204685,0.614685331036658,0.6832289206283149,-0.4,-0.20275049115913546,-0.5411629245826137,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.58
STU-13758,-1.0992714514279456,-1.3424148044295805,-0.3369533462690409,-1.3956327427570985,1.6,-0.6899803536345777,-0.5411629245826137,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.45
STU-12992,0.8729822558443879,-0.3480398009637316,1.5043247977216152,-1.518400163823166,0.8,1.1300589390962672,0.2671272308578009,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.28
STU-11558,-0.5159288056150019,1.0623345717266302,-0.5751090442090405,0.5522770048245093,-0.6,0.16660117878192546,0.2556131260794474,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.06
STU-10022,0.3174178312606327,0.6441797653558764,1.3281683104023587,0.6177529627264121,0.0,-0.09273084479371316,-0.4237190558434082,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.87
STU-10976,0.1924158357292866,0.0,-0.8644386937725106,0.7568893732679555,-0.8,-0.35049115913556006,1.0316637881404722,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.07
STU-13866,-0.015920823489621122,-0.37965287910859946,0.7406519811867405,0.18397474162630664,0.0,-0.16502946954813347,0.8497409326424873,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8
STU-11824,1.0674298044487034,0.7900310122515165,0.7229379210093859,-1.2483118374778168,-1.0,0.4542239685658155,-0.09211283822682775,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.75
STU-14974,-1.085382340813352,-0.878995817987765,-0.9362790489362298,0.6177529627264121,0.6,-0.7245579567779961,-0.3246977547495683,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.39
STU-13511,-0.39092681008365704,-0.7424847987258355,-0.44914239405895806,-0.6672127110984296,-0.2,-1.1284872298624755,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.24
